target_table,target_field,best_source_table,best_source_field,score,status,source_in_13_priority,source_in_target_hint_tables,notes
LOAD_REFERRALS,ref_practice_postcode,OPTICIAN,PracticePostcode,0.667,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_REFERRALS,ref_urgency,WLCURRENT,Urgency,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_REFERRALS,ref_type,CANCERSUMMARY,RefPriorityType,0.667,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_REFERRALS,ref_reason,OPREFERRAL,ReasonForRef,0.777,PROBABLE,Y,Y,
LOAD_REFERRALS,ref_specialty,OPA,RefSpecialty,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_REFERRALS,ref_team,CPCLINACTIVITY,Team,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,ref_consultant,OPA,RefConsultant,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_REFERRALS,ref_outcome,CPSGREFERRAL,Outcome,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,ref_discharge_date,OPREFERRAL,DischargeDt,0.827,PROBABLE,Y,Y,
LOAD_REFERRALS,ged_date,OPREFERRAL,DischargeDt,0.493,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_REFERRALS,encounter_type,CPSGREFERRAL,Type,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_EVENTS,record_number,WLACTIVITY,EpisodeNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_RTT_EVENTS,loadrttprd_record_number,WLACTIVITY,EpisodeNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_EVENTS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_RTT_EVENTS,external_system_id,WLENTRY,ContractID,0.360,SYSTEM_FIELD,Y,Y,
LOAD_RTT_EVENTS,event_date,WLACTIVITY,ActivityDate,0.493,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_EVENTS,event_action_code,WLACTIVITY,EfgCode,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_EVENTS,event_reason_code,DIARY,ReasonCode,0.667,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_RTT_EVENTS,rtt_status,ADMITDISCH,RttPeriodStatus,0.697,LOW_CONFIDENCE,Y,N,
LOAD_RTT_EVENTS,event_text,ASFIELDMF,HelpText,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_EVENTS,must,WLACTIVITY,Activity,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_EVENTS,before,OUTP,DaysBeforeSession,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_EVENTS,ranges,WLACTIVITY,Activity,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PATHWAYS,record_number,OPREFERRAL,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_RTT_PATHWAYS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_RTT_PATHWAYS,external_system_id,WLENTRY,ContractID,0.360,SYSTEM_FIELD,Y,Y,
LOAD_RTT_PATHWAYS,main_crn_type,PATCHANGEBYDATE,Internalpatientnumber,0.600,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_RTT_PATHWAYS,main_crn,PATCHANGEBYDATE,Internalpatientnumber,1.000,HIGH_CONFIDENCE,N,N,
LOAD_RTT_PATHWAYS,pathway_id,CPFCLINEFFDATA,Id,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PATHWAYS,ubrn,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PATHWAYS,pathway_start_date,CONSWARDSTAY,StartDate,0.717,PROBABLE,N,N,
LOAD_RTT_PATHWAYS,pathway_end_date,CONSWARDSTAY,EndDate,0.717,PROBABLE,N,N,
LOAD_RTT_PATHWAYS,description,AEACCBY,Description,1.000,HIGH_CONFIDENCE,N,N,
LOAD_RTT_PATHWAYS,pathway_coded_desc_code,DIARYTIMESLOTCANC,CancellationCodeDesc,0.400,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PERIODS,record_number,OPREFERRAL,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_RTT_PERIODS,loadrttpwy_record_number,OPREFERRAL,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PERIODS,loadref_record_number,OPREFERRAL,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PERIODS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_RTT_PERIODS,external_system_id,WLENTRY,ContractID,0.360,SYSTEM_FIELD,Y,Y,
LOAD_RTT_PERIODS,clock_start,SMREPISODE,StartReason,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PERIODS,start_event_reason_code,SMREPISODE,StartReason,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PERIODS,clock_stop,DIARY,Stop,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PERIODS,stop_event_reason_code,DIARY,ReasonCode,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_RTT_PERIODS,breach_reason_code,WLENTRY,WlBreachReasonCode,0.860,HIGH_CONFIDENCE,Y,Y,
LOAD_RTT_PERIODS,breach_reason_text,WLENTRY,BreachReasonComment,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_RTT_PERIODS,referral_as_start_encountery,WLENTRY,Referral,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_SITES,record_number,ADMITDISCH,DistrictNumber,0.363,SYSTEM_FIELD,Y,N,
LOAD_SITES,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_SITES,external_system_id,CPFCLINEFFDATA,Id,0.333,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_SITES,provider_prefix,WLCURRENT,Provider,0.530,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,site_code,AEANATSITE,AnatomicalSiteCode,0.667,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,site_description,AEANATSITE,AnatomicalSiteDescription,0.667,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,site_link_applies_start,SMREPISODE,StartReason,0.230,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,site_link_applies_end,AEAUSERDIAG,AnatomicalSite,0.200,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,address_1,GDP,Address,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,address_2,GDP,Address,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,address_3,GDP,Address,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,address_4,GDP,Address,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,post_code,LOCATIONCODES,PostCode,1.000,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,phone_1,GDP,Phone,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,phone_2,GDP,Phone,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,email,PATDATA,CarerEmail,0.530,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,applies_start,SMREPISODE,StartReason,0.363,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_SITES,applies_end,CONSWARDSTAY,EndActivity,0.333,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,record_number,ADMITDISCH,DistrictNumber,0.363,SYSTEM_FIELD,Y,N,
LOAD_STAFF,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_STAFF,external_system_id,CPFCLINEFFDATA,Id,0.333,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_STAFF,user_name,AETRIAGENURSE,UserName,1.000,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,first_name,CONSMAST,Name,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,middle_name,CONSMAST,Name,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,family_name,CONSMAST,Name,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,acters,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,job_id,CPFCLINEFFDATA,Id,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,password,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,psswd_life_months,OPWLMF,MonthsToAddToDetermineDateRequired,0.125,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,psswd_expiry_date,PATDATA,PostAddrExpiryDate,0.480,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,language_id,CPFCLINEFFDATA,Id,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,staff_id,CPFCLINEFFDATA,Id,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,default_parts_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,default_tools_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,default_labour_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,employee_flag,ICD10,AccidentFlag,0.333,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,default_stock_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,staff_security_level,BEDDEFAULTRETURN,StaffingLevel,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,phone_no,HOSPDET,PhoneNo,1.000,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,extension_no,WLSUSPENSION,Extension,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,default_login_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,eoasis_user,HWSAPP,UserId,0.363,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,allow_logon,DRAPPTYP,AllowOverbooking,0.333,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,default_executable,ASFIELDMF,DefaultValue,0.333,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,gp_national_code,FCEEXT,GpCode,0.697,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,type_of_user,AEATYPEINC,TypeOfRoadUser,0.667,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,login_from_date,ECRSTATUSHISTORY,FromDate,0.717,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,login_to_date,ECRSTATUSHISTORY,ToDate,0.717,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,practice_national_code,FCEEXT,PracticeCode,0.697,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,email_address,GDP,Address,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,can_log_support_calls,PATDATA,CarerSupport,0.230,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,ask_review_warnings,WLCURRENT,ReviewResult,0.280,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,from_time,ADMITDISCH,AdmissionTime,0.363,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,to_time,ADMITDISCH,AdmissionTime,0.363,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,mon_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,tue_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,wed_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,thu_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,fri_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,sat_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_STAFF,sun_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,default_team,CPFCLINEFFLOCALITY,DefaultTeam,1.000,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,client_user,HWSAPP,UserId,0.363,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,record_number,ADMITDISCH,DistrictNumber,0.363,SYSTEM_FIELD,Y,N,
LOAD_USERS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_USERS,external_system_id,CPFCLINEFFDATA,Id,0.333,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_USERS,user_name,AETRIAGENURSE,UserName,1.000,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,first_name,CONSMAST,Name,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,middle_name,CONSMAST,Name,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,family_name,CONSMAST,Name,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,acters,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,job_id,CPFCLINEFFDATA,Id,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,psswd_life_months,OPWLMF,MonthsToAddToDetermineDateRequired,0.125,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,psswd_expiry_date,PATDATA,PostAddrExpiryDate,0.480,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,language_id,CPFCLINEFFDATA,Id,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,staff_id,CPFCLINEFFDATA,Id,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,default_parts_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,default_tools_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,default_labour_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,employee_flag,ICD10,AccidentFlag,0.333,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,default_stock_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,staff_security_level,BEDDEFAULTRETURN,StaffingLevel,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,phone_no,HOSPDET,PhoneNo,1.000,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,extension_no,WLSUSPENSION,Extension,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,default_login_entity,ASFIELDMF,DefaultValue,0.250,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,eoasis_user,HWSAPP,UserId,0.363,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,allow_logon,DRAPPTYP,AllowOverbooking,0.333,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,default_executable,ASFIELDMF,DefaultValue,0.333,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,gp_national_code,FCEEXT,GpCode,0.697,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,type_of_user,AEATYPEINC,TypeOfRoadUser,0.667,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,login_from_date,ECRSTATUSHISTORY,FromDate,0.717,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,login_to_date,ECRSTATUSHISTORY,ToDate,0.717,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,practice_national_code,FCEEXT,PracticeCode,0.697,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,email_address,GDP,Address,0.500,REFERENCE_REQUIRED,N,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,can_log_support_calls,PATDATA,CarerSupport,0.230,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,ask_review_warnings,WLCURRENT,ReviewResult,0.280,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,from_time,ADMITDISCH,AdmissionTime,0.363,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,to_time,ADMITDISCH,AdmissionTime,0.363,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,mon_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,tue_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,wed_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,thu_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,fri_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,sat_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
LOAD_USERS,sun_allowed,ADMITDISCH,A1stRegDaynightAdm,0.030,REFERENCE_REQUIRED,Y,N,"Target table is likely mastered from PAS setup/reference datasets, not V83 transactional extracts."
